MeetName,MeetFederation,MeetDate,MeetLocation,Division,Sex,BodyweightKg,WeightClassKg,AthleteName,AthleteNationality,Event,EventCategory,Implement,ResultValue,ResultUnit,StonesCompleted,ImplementWeightKg,CourseDistanceM,TimeLimitSec,ScoredBy,WorldRecord,Place,OverallPlace,Points,Notes
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Tom Stoltman,GBR,Flintstone Barbell Press,Overhead Press,Barbell,241,kg,,241,,,weight,,1,2,46.5,Tied 1st with Trey Mitchell
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Trey Mitchell,USA,Flintstone Barbell Press,Overhead Press,Barbell,241,kg,,241,,,weight,,1,4,38.5,Tied 1st with Tom Stoltman
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Mitchell Hooper,CAN,Flintstone Barbell Press,Overhead Press,Barbell,230,kg,,230,,,weight,,3,3,43.5,Tied 3rd with Kordiyaka
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Pavlo Kordiyaka,UKR,Flintstone Barbell Press,Overhead Press,Barbell,230,kg,,230,,,weight,,3,8,25,Tied 3rd
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Ondrej Fojtu,CZE,Flintstone Barbell Press,Overhead Press,Barbell,220,kg,,220,,,weight,,5,6,27,
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Shane Flowers,GBR,Flintstone Barbell Press,Overhead Press,Barbell,200,kg,,200,,,weight,,6,7,25.5,Tied 6th
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Luke Stoltman,GBR,Flintstone Barbell Press,Overhead Press,Barbell,200,kg,,200,,,weight,,6,9,21.5,Tied 6th
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Rayno Nel,RSA,Flintstone Barbell Press,Overhead Press,Barbell,188,kg,,188,,,weight,,8,1,47,Cost him significant lead going into Atlas Stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Paddy Haynes,GBR,Flintstone Barbell Press,Overhead Press,Barbell,0,kg,,,,,weight,,9,5,32,No lift
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Eddie Williams,AUS,Flintstone Barbell Press,Overhead Press,Barbell,0,kg,,,,,weight,,9,10,20.5,No lift
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Tom Stoltman,GBR,Atlas Stones,Load,Atlas Stone,31.76,sec,5,140-210,,60,time,,1,2,46.5,All 5 stones; King of the Stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Trey Mitchell,USA,Atlas Stones,Load,Atlas Stone,41.08,sec,5,140-210,,60,time,,2,4,38.5,All 5 stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Rayno Nel,RSA,Atlas Stones,Load,Atlas Stone,30.17,sec,4,140-210,,60,time,,3,1,47,4 stones; secured overall win; beat Hooper by 0.85 seconds
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Mitchell Hooper,CAN,Atlas Stones,Load,Atlas Stone,31.02,sec,4,140-210,,60,time,,4,3,43.5,4 stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Paddy Haynes,GBR,Atlas Stones,Load,Atlas Stone,34.07,sec,4,140-210,,60,time,,5,5,32,4 stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Pavlo Kordiyaka,UKR,Atlas Stones,Load,Atlas Stone,38.39,sec,4,140-210,,60,time,,6,8,25,4 stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Shane Flowers,GBR,Atlas Stones,Load,Atlas Stone,54.09,sec,4,140-210,,60,time,,7,7,25.5,4 stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Luke Stoltman,GBR,Atlas Stones,Load,Atlas Stone,25.05,sec,3,140-210,,60,time,,8,9,21.5,3 stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Eddie Williams,AUS,Atlas Stones,Load,Atlas Stone,25.88,sec,3,140-210,,60,time,,9,10,20.5,3 stones
2025 World's Strongest Man,WSM,2025-05-18,"Sacramento, California",Open,M,,,Ondrej Fojtu,CZE,Atlas Stones,Load,Atlas Stone,31.38,sec,3,140-210,,60,time,,10,6,27,3 stones
