MeetName,MeetFederation,MeetDate,MeetLocation,Division,Sex,BodyweightKg,WeightClassKg,AthleteName,AthleteNationality,Event,EventCategory,Implement,ResultValue,ResultUnit,StonesCompleted,ImplementWeightKg,CourseDistanceM,TimeLimitSec,ScoredBy,WorldRecord,Place,OverallPlace,Points,Notes
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Mateusz Kieliszkowski,POL,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,3,reps,,136.1,,,reps,,2,4,29.5,3 dumbbells in 60 sec; tied 2nd
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Brian Shaw,USA,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,2,reps,,136.1,,,reps,,4,7,23,2 dumbbells in 21 sec
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Tom Stoltman,GBR,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,2,reps,,136.1,,,reps,,4,2,42,2 dumbbells in 28 sec
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Rob Kearney,USA,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,2,reps,,136.1,,,reps,,4,6,26,2 dumbbells in 29 sec
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Luke Stoltman,GBR,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,1,reps,,136.1,,,reps,,7,8,22,1 dumbbell in 8 sec
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Mikhail Shivlyakov,RUS,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,1,reps,,136.1,,,reps,,7,9,13.5,1 dumbbell in 7 sec
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,JF Caron,CAN,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,1,reps,,136.1,,,reps,,7,5,28,1 dumbbell in 9 sec
2021 Rogue Invitational,Rogue,2021-10-29,"Round Rock, Texas",Open,M,,,Jerry Pritchett,USA,Cyr Bell Ladder,Overhead Press,Circus Dumbbell,0,reps,,136.1,,,reps,,10,10,12,No successful lift
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Tom Stoltman,GBR,Wheel of Pain,Hold,Conan's Wheel,27.20,m,,9072,,,distance,,1,2,42,9 ton wheel; 89ft 3in; 60 sec cap; Stoltman's first attempt at this event
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Martins Licis,USA,Wheel of Pain,Hold,Conan's Wheel,26.06,m,,9072,,,distance,,2,1,45,85ft 6in
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Mateusz Kieliszkowski,POL,Wheel of Pain,Hold,Conan's Wheel,25.45,m,,9072,,,distance,,3,4,29.5,83ft 6in
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Oleksii Novikov,UKR,Wheel of Pain,Hold,Conan's Wheel,23.24,m,,9072,,,distance,,4,3,34,76ft 3in
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Luke Stoltman,GBR,Wheel of Pain,Hold,Conan's Wheel,22.50,m,,9072,,,distance,,5,8,22,73ft 9in
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Rob Kearney,USA,Wheel of Pain,Hold,Conan's Wheel,19.28,m,,9072,,,distance,,6,6,26,63ft 3in
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Mikhail Shivlyakov,RUS,Wheel of Pain,Hold,Conan's Wheel,17.00,m,,9072,,,distance,,7,9,13.5,55ft 9in
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Brian Shaw,USA,Wheel of Pain,Hold,Conan's Wheel,16.69,m,,9072,,,distance,,8,7,23,54ft 9in; hamstring injury limited performance
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Jerry Pritchett,USA,Wheel of Pain,Hold,Conan's Wheel,15.47,m,,9072,,,distance,,9,10,12,50ft 9in
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,JF Caron,CAN,Wheel of Pain,Hold,Conan's Wheel,8.99,m,,9072,,,distance,,10,5,28,29ft 6in
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Mateusz Kieliszkowski,POL,Yoke and Log Medley,Medley,"Yoke,Log",41.74,sec,,453.6,15.24,150,time,,1,4,29.5,1000lb yoke 50ft + 360lb log 3 reps; 2.5min cap
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Martins Licis,USA,Yoke and Log Medley,Medley,"Yoke,Log",44.70,sec,,453.6,15.24,150,time,,2,1,45,
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Tom Stoltman,GBR,Yoke and Log Medley,Medley,"Yoke,Log",52.06,sec,,453.6,15.24,150,time,,3,2,42,
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,JF Caron,CAN,Yoke and Log Medley,Medley,"Yoke,Log",56.03,sec,,453.6,15.24,150,time,,4,5,28,
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Oleksii Novikov,UKR,Yoke and Log Medley,Medley,"Yoke,Log",65.51,sec,,453.6,15.24,150,time,,5,3,34,
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Brian Shaw,USA,Yoke and Log Medley,Medley,"Yoke,Log",97.83,sec,,453.6,15.24,150,time,,6,7,23,Hamstring injury severely impacted performance
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Luke Stoltman,GBR,Yoke and Log Medley,Medley,"Yoke,Log",2,reps,,453.6,15.24,150,reps,,7,8,22,2 reps on log in 37 sec; DNF
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Rob Kearney,USA,Yoke and Log Medley,Medley,"Yoke,Log",1,reps,,453.6,15.24,150,reps,,8,6,26,1 rep on log in 27 sec; DNF
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Mikhail Shivlyakov,RUS,Yoke and Log Medley,Medley,"Yoke,Log",0,reps,,453.6,15.24,150,reps,,9,9,13.5,Yoke carry only in 50 sec; DNF
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Jerry Pritchett,USA,Yoke and Log Medley,Medley,"Yoke,Log",0,reps,,453.6,15.24,150,reps,,10,10,12,No distance credited; DNF
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Martins Licis,USA,Stones Over Hitching Post,Load,Inver Stone,24.45,sec,5,124.7-190.5,,120,time,,1,1,45,Stones 275/300/365/400/420 lbs over 50in log; Licis wins overall title
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Tom Stoltman,GBR,Stones Over Hitching Post,Load,Inver Stone,30.08,sec,5,124.7-190.5,,120,time,,2,2,42,
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,JF Caron,CAN,Stones Over Hitching Post,Load,Inver Stone,43.51,sec,5,124.7-190.5,,120,time,,3,5,28,
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Oleksii Novikov,UKR,Stones Over Hitching Post,Load,Inver Stone,64.50,sec,4,124.7-190.5,,120,time,,4,3,34,4 stones
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Rob Kearney,USA,Stones Over Hitching Post,Load,Inver Stone,33.40,sec,4,124.7-190.5,,120,time,,5,6,26,4 stones in 33.4 sec
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Luke Stoltman,GBR,Stones Over Hitching Post,Load,Inver Stone,17.60,sec,3,124.7-190.5,,120,time,,6,8,22,3 stones
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Jerry Pritchett,USA,Stones Over Hitching Post,Load,Inver Stone,13.30,sec,2,124.7-190.5,,120,time,,7,10,12,2 stones
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Mikhail Shivlyakov,RUS,Stones Over Hitching Post,Load,Inver Stone,12.10,sec,2,124.7-190.5,,120,time,,8,9,13.5,2 stones
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Mateusz Kieliszkowski,POL,Stones Over Hitching Post,Load,Inver Stone,9.40,sec,1,124.7-190.5,,120,time,,9,4,29.5,1 stone
2021 Rogue Invitational,Rogue,2021-10-30,"Round Rock, Texas",Open,M,,,Brian Shaw,USA,Stones Over Hitching Post,Load,Inver Stone,0,sec,0,124.7-190.5,,120,time,,10,7,23,Touched stone ceremoniously; hamstring injury prevented attempt; received standing ovation
