MeetName,MeetFederation,MeetDate,MeetLocation,Division,Sex,BodyweightKg,WeightClassKg,AthleteName,AthleteNationality,Event,EventCategory,Implement,ResultValue,ResultUnit,StonesCompleted,ImplementWeightKg,CourseDistanceM,TimeLimitSec,ScoredBy,WorldRecord,Place,OverallPlace,Points,Notes
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Adam Bishop,GBR,REIGN Keg Toss,Toss,Keg,6.75,m,,15,,,distance,,5,8,27,Tied 5th
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,JF Caron,CAN,REIGN Keg Toss,Toss,Keg,6.75,m,,15,,,distance,,5,5,34,Tied 5th
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Bobby Thompson,USA,REIGN Keg Toss,Toss,Keg,6.75,m,,15,,,distance,,5,9,23.5,Tied 5th
2021 World's Strongest Man,WSM,2021-06-19,"Sacramento, California",Open,M,,,Trey Mitchell,USA,REIGN Keg Toss,Toss,Keg,6,m,,15,,,distance,,10,4,35,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Luke Stoltman,GBR,Max Log Lift,Overhead Press,Log,215,kg,,215,,,weight,,1,7,32,2.5kg shy of Bobby Thompson's American Record
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Maxime Boudreault,CAN,Max Log Lift,Overhead Press,Log,205,kg,,205,,,weight,,2,3,36.5,Tied 2nd
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Trey Mitchell,USA,Max Log Lift,Overhead Press,Log,205,kg,,205,,,weight,,2,4,35,Tied 2nd
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Bobby Thompson,USA,Max Log Lift,Overhead Press,Log,205,kg,,205,,,weight,,2,9,23.5,Tied 2nd
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Brian Shaw,USA,Max Log Lift,Overhead Press,Log,195,kg,,195,,,weight,,5,2,42.5,Tied 5th
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Konstantine Janashia,GEO,Max Log Lift,Overhead Press,Log,195,kg,,195,,,weight,,5,6,32.5,Tied 5th
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,JF Caron,CAN,Max Log Lift,Overhead Press,Log,195,kg,,195,,,weight,,5,5,34,Tied 5th
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Tom Stoltman,GBR,Max Log Lift,Overhead Press,Log,185,kg,,185,,,weight,,8,1,45.5,Tied 8th
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Eythor Ingolfsson Melsted,ISL,Max Log Lift,Overhead Press,Log,185,kg,,185,,,weight,,8,10,20.5,Tied 8th
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Adam Bishop,GBR,Max Log Lift,Overhead Press,Log,170,kg,,170,,,weight,,10,8,27,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Trey Mitchell,USA,KNAACK Deadlift,Deadlift,KNAACK Box,10,reps,,350,,60,reps,,1,4,35,Tied 1st
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,JF Caron,CAN,KNAACK Deadlift,Deadlift,KNAACK Box,10,reps,,350,,60,reps,,1,5,34,Tied 1st
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Adam Bishop,GBR,KNAACK Deadlift,Deadlift,KNAACK Box,10,reps,,350,,60,reps,,1,8,27,Tied 1st; two KNAACK boxes totaling 350kg
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Brian Shaw,USA,KNAACK Deadlift,Deadlift,KNAACK Box,9,reps,,350,,60,reps,,4,2,42.5,Tied 4th
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Bobby Thompson,USA,KNAACK Deadlift,Deadlift,KNAACK Box,9,reps,,350,,60,reps,,4,9,23.5,Tied 4th; withdrew after this event
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Tom Stoltman,GBR,KNAACK Deadlift,Deadlift,KNAACK Box,8,reps,,350,,60,reps,,6,1,45.5,Tied 6th
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Konstantine Janashia,GEO,KNAACK Deadlift,Deadlift,KNAACK Box,8,reps,,350,,60,reps,,6,6,32.5,Tied 6th
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Eythor Ingolfsson Melsted,ISL,KNAACK Deadlift,Deadlift,KNAACK Box,7,reps,,350,,60,reps,,8,10,20.5,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Luke Stoltman,GBR,KNAACK Deadlift,Deadlift,KNAACK Box,6,reps,,350,,60,reps,,9,7,32,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Maxime Boudreault,CAN,KNAACK Deadlift,Deadlift,KNAACK Box,3,reps,,350,,60,reps,,10,3,36.5,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Tom Stoltman,GBR,Atlas Stones,Load,Atlas Stone,20.21,sec,5,140-210,,60,time,,1,1,45.5,First WSM title for Tom Stoltman
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Maxime Boudreault,CAN,Atlas Stones,Load,Atlas Stone,28.63,sec,5,140-210,,60,time,,2,3,36.5,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Brian Shaw,USA,Atlas Stones,Load,Atlas Stone,31.45,sec,5,140-210,,60,time,,3,2,42.5,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,JF Caron,CAN,Atlas Stones,Load,Atlas Stone,37.17,sec,5,140-210,,60,time,,4,5,34,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Trey Mitchell,USA,Atlas Stones,Load,Atlas Stone,37.26,sec,5,140-210,,60,time,,5,4,35,
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Konstantine Janashia,GEO,Atlas Stones,Load,Atlas Stone,20.81,sec,4,140-210,,60,time,,6,6,32.5,4 stones
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Adam Bishop,GBR,Atlas Stones,Load,Atlas Stone,30.61,sec,4,140-210,,60,time,,7,8,27,4 stones
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Luke Stoltman,GBR,Atlas Stones,Load,Atlas Stone,33.50,sec,4,140-210,,60,time,,8,7,32,4 stones
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Eythor Ingolfsson Melsted,ISL,Atlas Stones,Load,Atlas Stone,33.65,sec,4,140-210,,60,time,,9,10,20.5,4 stones
2021 World's Strongest Man,WSM,2021-06-20,"Sacramento, California",Open,M,,,Bobby Thompson,USA,Atlas Stones,Load,Atlas Stone,0,sec,0,140-210,,60,time,,10,9,23.5,Withdrew before this event
