MeetName,MeetFederation,MeetDate,MeetLocation,Division,Sex,BodyweightKg,WeightClassKg,AthleteName,AthleteNationality,Event,EventCategory,Implement,ResultValue,ResultUnit,StonesCompleted,ImplementWeightKg,CourseDistanceM,TimeLimitSec,ScoredBy,WorldRecord,Place,OverallPlace,Points,Notes
2026 World's Strongest Man,WSM,2026-04-25,"Myrtle Beach, South Carolina",Open,M,,,Austin Andrade,MEX,Titan's Toss,Toss,Sandbag,0,reps,,6.4,,,reps,,10,10,12.5,Withdrew
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Trey Mitchell,USA,Max Log,Overhead Press,Log,213,kg,,213,,,weight,,1,3,36,470 lbs; won event
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Ondrej Fojtu,CZE,Max Log,Overhead Press,Log,209,kg,,209,,,weight,,2,5,31.5,461 lbs; failed 218kg attempt; tied 2nd
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Mitchell Hooper,CAN,Max Log,Overhead Press,Log,209,kg,,209,,,weight,,2,1,54,461 lbs; tied 2nd; reduced Nel's lead to 1 point
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Rayno Nel,RSA,Max Log,Overhead Press,Log,200,kg,,200,,,weight,,4,2,52,441 lbs; showed significant overhead improvement
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Mathew Ragg,NZL,Max Log,Overhead Press,Log,191,kg,,191,,,weight,,5,7,29,421 lbs; tied 5th
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Pavlo Kordiyaka,UKR,Max Log,Overhead Press,Log,191,kg,,191,,,weight,,5,4,31.5,421 lbs; tied 5th
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Martins Licis,USA,Max Log,Overhead Press,Log,191,kg,,191,,,weight,,5,6,30.5,421 lbs; tied 5th
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Nick Guardione,USA,Max Log,Overhead Press,Log,191,kg,,191,,,weight,,5,9,21,421 lbs; tied 5th
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Eddie Williams,AUS,Max Log,Overhead Press,Log,0,kg,,,,,weight,,9,8,26,No lift
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Austin Andrade,MEX,Max Log,Overhead Press,Log,0,kg,,,,,weight,,10,10,12.5,Withdrew
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Trey Mitchell,USA,Atlas Stones,Load,Atlas Stone,42.10,sec,5,140-210,,60,time,,1,3,36,Only man to complete all 5 stones; secured 3rd overall
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Mitchell Hooper,CAN,Atlas Stones,Load,Atlas Stone,28.67,sec,4,140-210,,60,time,,2,1,54,Fastest 4-stone time; won 2026 WSM title
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Martins Licis,USA,Atlas Stones,Load,Atlas Stone,29.71,sec,4,140-210,,60,time,,3,6,30.5,4 stones
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Pavlo Kordiyaka,UKR,Atlas Stones,Load,Atlas Stone,32.70,sec,4,140-210,,60,time,,4,4,31.5,4 stones
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Rayno Nel,RSA,Atlas Stones,Load,Atlas Stone,35.01,sec,4,140-210,,60,time,,5,2,52,4 stones; slipped on 4th stone; cost him the title
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Ondrej Fojtu,CZE,Atlas Stones,Load,Atlas Stone,42.07,sec,4,140-210,,60,time,,6,5,31.5,4 stones
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Nick Guardione,USA,Atlas Stones,Load,Atlas Stone,22.15,sec,3,140-210,,60,time,,7,9,21,3 stones
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Mathew Ragg,NZL,Atlas Stones,Load,Atlas Stone,30.60,sec,3,140-210,,60,time,,8,7,29,3 stones
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Eddie Williams,AUS,Atlas Stones,Load,Atlas Stone,32.39,sec,3,140-210,,60,time,,9,8,26,3 stones
2026 World's Strongest Man,WSM,2026-04-26,"Myrtle Beach, South Carolina",Open,M,,,Austin Andrade,MEX,Atlas Stones,Load,Atlas Stone,0,sec,0,140-210,,60,time,,10,10,12.5,Withdrew
